,Price,Bathrooms,Car Parks,Property Type,Size,Furnishing,area,No_of_Bedrooms,No_of_servant_rooms,type,size,studio_apartment
18672,6790000,8,6,Bungalow (Corner),Land area : 8000 sq. ft.,Unfurnished,Damansara Heights,5,1,Land area ,8000,0
18673,623000,2,2,Condominium (Intermediate),Land area : 1232 sq. ft.,Unfurnished,Bukit Jalil,3,0,Land area ,1232,0
18674,2550000,5,2,Serviced Residence (Corner),"Built-up : 3,400 sq. ft.",Fully Furnished,Sri Hartamas,4,1,Built-up ,3400,0
18675,1808000,3,2,Condominium,"Built-up : 1,232 sq. ft.",Fully Furnished,KLCC,3,0,Built-up ,1232,0
18676,2210000,3,2,Condominium (Corner),"Built-up : 1,535 sq. ft.",Fully Furnished,KLCC,3,1,Built-up ,1535,0
18677,1000960,1,1,Condominium,Built-up : 751 sq. ft.,Fully Furnished,KLCC,1,0,Built-up ,751,0
18678,980443,1,1,Condominium (Corner),Built-up : 657 sq. ft.,Fully Furnished,KLCC,0,0,Built-up ,657,1
18679,4025250,3,2,Serviced Residence (Intermediate),"Built-up : 1,789 sq. ft.",Unfurnished,KLCC,3,0,Built-up ,1789,0
18680,4000000,5,2,Condominium,"Built-up : 3,285 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,3285,0
18681,4200000,2,1,Condominium (Intermediate),"Built-up : 1,399 sq. ft.",Partly Furnished,KLCC,2,1,Built-up ,1399,0
18682,3800000,7,4,Bungalow (Intermediate),Land area : 8500 sq. ft.,Partly Furnished,Ampang,8,0,Land area ,8500,0
18683,2000000,2,2,Serviced Residence,"Built-up : 1,755 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,1755,0
18684,2990000,6,4,Semi-detached House (Intermediate),Land area : 5070 sq. ft.,Partly Furnished,Pandan Perdana,5,1,Land area ,5070,0
18685,6210600,5,3,Condominium,"Built-up : 5,646 sq. ft.",Partly Furnished,KLCC,5,0,Built-up ,5646,0
18686,365000,1,1,Serviced Residence (Corner),Land area : 521 sq. ft.,Partly Furnished,Setapak,1,0,Land area ,521,0
18687,750000,2,2,1-sty Terrace/Link House (Intermediate),Land area : 1430 sq. ft.,Partly Furnished,Kepong,3,0,Land area ,1430,0
18688,588000,3,3,2-sty Terrace/Link House (EndLot),"Built-up : 1,700 sq. ft.",Partly Furnished,Cheras,3,1,Built-up ,1700,0
18689,1200000,3,2,Serviced Residence,"Built-up : 1,700 sq. ft.",Fully Furnished,Mont Kiara,4,0,Built-up ,1700,0
18690,900000,3,2,Condominium,"Built-up : 1,441 sq. ft.",Unfurnished,Setapak,3,0,Built-up ,1441,0
18691,950000,3,2,Condominium,"Built-up : 1,477 sq. ft.",Partly Furnished,Setapak,3,0,Built-up ,1477,0
18692,6500,4,2,Condominium (Intermediate),"Built-up : 1,905 sq. ft.",Fully Furnished,Bangsar,3,1,Built-up ,1905,0
18693,10000000,7,5,Bungalow,Land area : 9000 sq. ft.,Partly Furnished,Bangsar,5,2,Land area ,9000,0
18694,750000,2,3,Condominium (Intermediate),"Built-up : 1,212 sq. ft.",Fully Furnished,Bukit Jalil,3,0,Built-up ,1212,0
18695,1000000,3,2,Condominium (EndLot),"Built-up : 1,828 sq. ft.",Partly Furnished,Mont Kiara,3,2,Built-up ,1828,0
18696,1650000,4,3,Condominium,"Built-up : 2,648 sq. ft.",Partly Furnished,Mont Kiara,3,2,Built-up ,2648,0
18697,700000,2,3,Condominium (Intermediate),"Built-up : 1,328 sq. ft.",Fully Furnished,Bukit Jalil,3,1,Built-up ,1328,0
18698,8000000,5,3,Bungalow (Intermediate),Land area : 12000 sq. ft.,Partly Furnished,Bangsar,4,1,Land area ,12000,0
18699,3800000,5,2,Bungalow (Intermediate),Land area : 8027 sq. ft.,Partly Furnished,Pantai,5,0,Land area ,8027,0
18700,700000,3,2,Serviced Residence,Built-up : 979 sq. ft.,Fully Furnished,Cheras,4,0,Built-up ,979,0
18701,1270000,2,1,Serviced Residence (Intermediate),"Built-up : 1,050 sq. ft.",Fully Furnished,KLCC,2,0,Built-up ,1050,0
18702,1200000,2,1,Condominium (Intermediate),"Built-up : 1,119 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1119,0
18703,2000000,3,1,Serviced Residence (Corner),"Built-up : 1,399 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1399,0
18704,1550000,3,1,Condominium (Intermediate),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18705,2600000,5,2,Serviced Residence (Intermediate),"Built-up : 1,787 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1787,0
18706,1790000,2,1,Serviced Residence (Corner),"Built-up : 1,259 sq. ft.",Partly Furnished,KL Sentral,1,1,Built-up ,1259,0
18707,1990000,3,1,Serviced Residence (Intermediate),"Built-up : 1,485 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1485,0
18708,2500000,5,2,Serviced Residence (Intermediate),"Built-up : 1,787 sq. ft.",Partly Furnished,KL Sentral,3,0,Built-up ,1787,0
18709,1510000,2,1,Serviced Residence (Corner),"Built-up : 1,119 sq. ft.",Fully Furnished,KL Sentral,1,0,Built-up ,1119,0
18710,1460000,2,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Partly Furnished,KL Sentral,1,1,Built-up ,1087,0
18711,2150000,3,1,Serviced Residence (Corner),"Built-up : 1,625 sq. ft.",Partly Furnished,KL Sentral,2,1,Built-up ,1625,0
18712,2000000,3,1,Serviced Residence (Intermediate),"Built-up : 1,485 sq. ft.",Partly Furnished,KL Sentral,2,0,Built-up ,1485,0
18713,2250000,5,3,Condominium (Penthouse),"Built-up : 2,961 sq. ft.",Fully Furnished,KL Sentral,5,0,Built-up ,2961,0
18714,898000,1,1,Condominium (Corner),Built-up : 898 sq. ft.,Partly Furnished,KL Sentral,1,1,Built-up ,898,0
18715,2100000,4,2,Condominium (Penthouse),"Built-up : 2,886 sq. ft.",Fully Furnished,KL Sentral,4,1,Built-up ,2886,0
18716,1470000,3,1,Condominium (Intermediate),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18717,2100000,5,2,Condominium (Penthouse),"Built-up : 2,818 sq. ft.",Fully Furnished,KL Sentral,5,0,Built-up ,2818,0
18718,1490000,3,1,Condominium (Corner),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18719,1800000,3,1,Serviced Residence (Intermediate),"Built-up : 1,464 sq. ft.",Partly Furnished,KL Sentral,2,0,Built-up ,1464,0
18720,1450000,3,1,Condominium (Corner),"Built-up : 1,459 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1459,0
18721,1950000,3,1,Serviced Residence (Intermediate),"Built-up : 1,485 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1485,0
18722,1450000,3,1,Condominium (Intermediate),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18723,1100000,1,1,Condominium (Intermediate),Built-up : 913 sq. ft.,Fully Furnished,KL Sentral,1,1,Built-up ,913,0
18724,1200000,3,1,Condominium (Corner),"Built-up : 1,432 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1432,0
18725,1490000,3,2,Condominium (Intermediate),"Built-up : 1,441 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1441,0
18726,2100000,4,2,Condominium (Penthouse),"Built-up : 2,886 sq. ft.",Partly Furnished,KL Sentral,4,1,Built-up ,2886,0
18727,1543000,3,1,Condominium (Intermediate),"Built-up : 1,543 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1543,0
18728,1450000,2,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Fully Furnished,KL Sentral,1,1,Built-up ,1087,0
18729,1500000,2,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Partly Furnished,KL Sentral,1,1,Built-up ,1087,0
18730,1400000,2,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Fully Furnished,KL Sentral,1,1,Built-up ,1087,0
18731,1700000,3,1,Condominium (Intermediate),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18732,1250000,3,1,Condominium (Corner),"Built-up : 1,432 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1432,0
18733,1490000,3,1,Condominium (Corner),"Built-up : 1,459 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1459,0
18734,1390000,3,1,Condominium (Intermediate),"Built-up : 1,441 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1441,0
18735,1300000,3,1,Condominium (Corner),"Built-up : 1,432 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1432,0
18736,6000000,5,3,Serviced Residence (Penthouse),"Built-up : 4,058 sq. ft.",Partly Furnished,KL Sentral,4,1,Built-up ,4058,0
18737,1450000,3,1,Condominium (Corner),"Built-up : 1,432 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1432,0
18738,1430000,3,1,Condominium (Corner),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18739,2200000,3,1,Serviced Residence (Intermediate),"Built-up : 1,485 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1485,0
18740,2050000,3,1,Serviced Residence (Corner),"Built-up : 1,464 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1464,0
18741,1630000,2,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Partly Furnished,KL Sentral,1,1,Built-up ,1087,0
18742,2230000,3,1,Serviced Residence (Intermediate),"Built-up : 1,485 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1485,0
18743,1190000,3,1,Condominium (Corner),"Built-up : 1,432 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1432,0
18744,2190000,3,1,Serviced Residence (Corner),"Built-up : 1,625 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1625,0
18745,2150000,3,1,Serviced Residence (Intermediate),"Built-up : 1,485 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1485,0
18746,1640000,2,1,Serviced Residence (Corner),"Built-up : 1,259 sq. ft.",Fully Furnished,KL Sentral,1,1,Built-up ,1259,0
18747,1780000,2,1,Serviced Residence (Corner),"Built-up : 1,259 sq. ft.",Fully Furnished,KL Sentral,1,1,Built-up ,1259,0
18748,1600000,2,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Fully Furnished,KL Sentral,1,1,Built-up ,1087,0
18749,2200000,4,2,Condominium (Penthouse),"Built-up : 2,886 sq. ft.",Fully Furnished,KL Sentral,4,1,Built-up ,2886,0
18750,1190000,1,1,Condominium (Intermediate),Built-up : 913 sq. ft.,Fully Furnished,KL Sentral,1,1,Built-up ,913,0
18751,1700000,3,1,Condominium (Corner),"Built-up : 1,544 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1544,0
18752,2800000,5,2,Serviced Residence (Intermediate),"Built-up : 1,787 sq. ft.",Partly Furnished,KL Sentral,3,0,Built-up ,1787,0
18753,2170000,3,1,Serviced Residence (Intermediate),"Built-up : 1,485 sq. ft.",Partly Furnished,KL Sentral,2,0,Built-up ,1485,0
18754,1450000,3,2,Condominium (Intermediate),"Built-up : 1,441 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1441,0
18755,1550000,3,1,Condominium (Corner),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18756,1600000,3,1,Condominium (Intermediate),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18757,1600000,3,1,Condominium (Corner),"Built-up : 1,459 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1459,0
18758,5130000,5,3,Serviced Residence (Penthouse),"Built-up : 3,143 sq. ft.",Fully Furnished,KL Sentral,4,1,Built-up ,3143,0
18759,4460000,5,3,Serviced Residence (Penthouse),"Built-up : 3,143 sq. ft.",Partly Furnished,KL Sentral,4,1,Built-up ,3143,0
18760,1090000,1,1,Condominium (Intermediate),Built-up : 913 sq. ft.,Fully Furnished,KL Sentral,1,1,Built-up ,913,0
18761,1580000,3,1,Condominium (Intermediate),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18762,1520000,1,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Partly Furnished,KL Sentral,1,1,Built-up ,1087,0
18763,1490000,3,1,Condominium (Intermediate),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18764,1200000,1,1,Condominium (Corner),Built-up : 898 sq. ft.,Fully Furnished,KL Sentral,1,1,Built-up ,898,0
18765,1750000,3,1,Condominium (Corner),"Built-up : 1,544 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1544,0
18766,1250000,2,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Partly Furnished,KL Sentral,1,1,Built-up ,1087,0
18767,1530000,2,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Partly Furnished,KL Sentral,1,1,Built-up ,1087,0
18768,1300000,2,1,Condominium (Intermediate),"Built-up : 1,119 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1119,0
18769,1700000,3,1,Serviced Residence (Intermediate),"Built-up : 1,485 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1485,0
18770,980000,1,1,Condominium (Intermediate),Built-up : 913 sq. ft.,Fully Furnished,KL Sentral,1,1,Built-up ,913,0
18771,2500000,5,2,Condominium (Penthouse),"Built-up : 2,818 sq. ft.",Fully Furnished,KL Sentral,5,0,Built-up ,2818,0
18772,1500000,3,1,Condominium (Intermediate),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18773,5050000,5,3,Serviced Residence (Penthouse),"Built-up : 2,982 sq. ft.",Fully Furnished,KL Sentral,4,1,Built-up ,2982,0
18774,4390000,5,3,Serviced Residence (Penthouse),"Built-up : 2,982 sq. ft.",Partly Furnished,KL Sentral,4,1,Built-up ,2982,0
18775,2110000,3,1,Serviced Residence (Corner),"Built-up : 1,625 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1625,0
18776,2440000,3,1,Serviced Residence (Corner),"Built-up : 1,625 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1625,0
18777,1570000,3,1,Serviced Residence (Intermediate),"Built-up : 1,399 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1399,0
18778,1550000,2,1,Serviced Residence (Intermediate),"Built-up : 1,087 sq. ft.",Fully Furnished,KL Sentral,1,1,Built-up ,1087,0
18779,1400000,3,1,Condominium (Intermediate),"Built-up : 1,441 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1441,0
18780,1584000,3,1,Condominium (Corner),"Built-up : 1,584 sq. ft.",Fully Furnished,KL Sentral,3,0,Built-up ,1584,0
18781,1500000,3,1,Condominium (Corner),"Built-up : 1,584 sq. ft.",Partly Furnished,KL Sentral,3,0,Built-up ,1584,0
18782,370000,2,2,Serviced Residence,Built-up : 856 sq. ft.,Partly Furnished,Setapak,2,0,Built-up ,856,0
18783,1150000,1,1,Condominium (Corner),Built-up : 898 sq. ft.,Fully Furnished,KL Sentral,1,1,Built-up ,898,0
18784,1250000,2,1,Condominium (Intermediate),"Built-up : 1,119 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1119,0
18785,2080000,4,1,Serviced Residence (Intermediate),"Built-up : 1,485 sq. ft.",Partly Furnished,KL Sentral,2,0,Built-up ,1485,0
18786,2670000,4,2,Serviced Residence (Intermediate),"Built-up : 2,227 sq. ft.",Partly Furnished,KL Sentral,3,0,Built-up ,2227,0
18787,1200000,1,1,Condominium (Corner),"Built-up : 1,135 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1135,0
18788,338000,2,2,Townhouse (Intermediate),Built-up : 850 sq. ft.,Partly Furnished,Pandan Indah,3,0,Built-up ,850,0
18789,618000,1,2,Serviced Residence (Intermediate),Built-up : 672 sq. ft.,Fully Furnished,Dutamas,1,0,Built-up ,672,0
18790,1470000,3,1,Condominium,"Built-up : 1,551 sq. ft.",Fully Furnished,KLCC,3,0,Built-up ,1551,0
18791,7000,3,1,Condominium,"Built-up : 1,551 sq. ft.",Fully Furnished,KLCC,3,0,Built-up ,1551,0
18792,1750000,3,1,Condominium,"Built-up : 1,232 sq. ft.",Partly Furnished,KLCC,3,0,Built-up ,1232,0
18793,3300000,7,3,Bungalow (Intermediate),Land area : 4514 sq. ft.,Unfurnished,Segambut,6,1,Land area ,4514,0
18794,780000,3,2,Condominium,"Built-up : 1,700 sq. ft.",Partly Furnished,Cheras,3,1,Built-up ,1700,0
18795,648000,2,2,Condominium,"Built-up : 1,450 sq. ft.",Partly Furnished,Cheras,3,1,Built-up ,1450,0
18796,650000,2,2,Condominium,"Built-up : 1,108 sq. ft.",Partly Furnished,Cheras,3,0,Built-up ,1108,0
18797,490000,2,1,Serviced Residence,Built-up : 935 sq. ft.,Partly Furnished,Kuchai Lama,3,0,Built-up ,935,0
18798,1400000,2,1,Serviced Residence (Corner),Built-up : 980 sq. ft.,Fully Furnished,Bangsar,2,0,Built-up ,980,0
18799,400000,2,2,Condominium,Built-up : 950 sq. ft.,Unfurnished,Setapak,4,0,Built-up ,950,0
18800,880000,2,1,Condominium,"Built-up : 1,590 sq. ft.",Fully Furnished,Bangsar,3,0,Built-up ,1590,0
18801,300000,2,1,Apartment,Built-up : 735 sq. ft.,Partly Furnished,Bukit Jalil,2,0,Built-up ,735,0
18802,595000,2,2,Condominium (Corner),"Built-up : 1,037 sq. ft.",Unfurnished,Jalan Ipoh,3,0,Built-up ,1037,0
18803,800000,3,1,Condominium,"Built-up : 1,614 sq. ft.",Partly Furnished,Dutamas,3,0,Built-up ,1614,0
18804,680000,2,1,Condominium,"Built-up : 1,300 sq. ft.",Partly Furnished,Ampang Hilir,3,0,Built-up ,1300,0
18805,560000,2,2,2-sty Terrace/Link House (Intermediate),"Built-up : 1,200 sq. ft.",Partly Furnished,Bandar Menjalara,3,0,Built-up ,1200,0
18806,477000,2,1,Serviced Residence (Intermediate),Land area : 1130 sq. ft.,Partly Furnished,Cheras,3,0,Land area ,1130,0
18807,414600,2,1,Serviced Residence (Corner),Built-up : 850 sq. ft.,Unfurnished,Sentul,3,0,Built-up ,850,0
18808,362000,2,1,Condominium (Corner),"Built-up : 1,200 sq. ft.",Fully Furnished,Sri Petaling,3,0,Built-up ,1200,0
18809,1080000,4,4,Condominium (Intermediate),"Built-up : 1,772 sq. ft.",Partly Furnished,Bukit Jalil,4,1,Built-up ,1772,0
18810,378000,2,1,Condominium (Intermediate),Built-up : 960 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,960,0
18811,358000,1,1,Townhouse,Built-up : 770 sq. ft.,Partly Furnished,Ampang,3,0,Built-up ,770,0
18812,1128000,3,2,Condominium (Penthouse),"Built-up : 1,636 sq. ft.",Partly Furnished,Cheras,4,0,Built-up ,1636,0
18813,320000,2,1,Condominium (Intermediate),Built-up : 956 sq. ft.,Unfurnished,Desa Petaling,3,0,Built-up ,956,0
18814,385000,2,1,Condominium (Intermediate),Built-up : 928 sq. ft.,Unfurnished,Cheras,3,0,Built-up ,928,0
18815,1530000,3,2,Condominium,"Built-up : 1,909 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,1909,0
18816,1550000,3,2,Condominium,"Built-up : 1,891 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,1891,0
18817,2700000,4,3,Condominium,"Built-up : 3,500 sq. ft.",Fully Furnished,Mont Kiara,4,1,Built-up ,3500,0
18818,2300000,6,3,Condominium,"Built-up : 3,400 sq. ft.",Fully Furnished,Mont Kiara,4,1,Built-up ,3400,0
18819,1350000,3,2,2-sty Terrace/Link House (Corner),Land area : 4431 sq. ft.,Partly Furnished,Cheras,5,0,Land area ,4431,0
18820,680000,2,1,Condominium,"Built-up : 1,048 sq. ft.",Fully Furnished,Mont Kiara,2,0,Built-up ,1048,0
18821,890000,2,1,Condominium,"Built-up : 1,280 sq. ft.",Fully Furnished,Mont Kiara,3,0,Built-up ,1280,0
18822,780000,2,1,Condominium,"Built-up : 1,280 sq. ft.",Fully Furnished,Mont Kiara,3,0,Built-up ,1280,0
18823,4778000,5,3,Serviced Residence,"Built-up : 2,982 sq. ft.",Partly Furnished,Damansara Heights,3,1,Built-up ,2982,0
18824,2934000,4,2,Serviced Residence,"Built-up : 1,862 sq. ft.",Partly Furnished,Damansara Heights,2,2,Built-up ,1862,0
18825,3112000,4,2,Serviced Residence,"Built-up : 1,851 sq. ft.",Partly Furnished,Damansara Heights,2,2,Built-up ,1851,0
18826,2923000,3,2,Serviced Residence,"Built-up : 1,765 sq. ft.",Partly Furnished,Damansara Heights,2,2,Built-up ,1765,0
18827,2601000,2,2,Serviced Residence,"Built-up : 1,668 sq. ft.",Partly Furnished,Damansara Heights,2,1,Built-up ,1668,0
18828,1940000,2,1,Serviced Residence,"Built-up : 1,184 sq. ft.",Partly Furnished,Damansara Heights,1,1,Built-up ,1184,0
18829,2022000,2,1,Serviced Residence,"Built-up : 1,163 sq. ft.",Partly Furnished,Damansara Heights,1,1,Built-up ,1163,0
18830,1650000,3,2,Condominium,"Built-up : 2,201 sq. ft.",Partly Furnished,Mont Kiara,3,0,Built-up ,2201,0
18831,2700000,4,3,Condominium (Duplex),"Built-up : 2,609 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,2609,0
18832,499000,2,1,Condominium (Corner),Land area : 1150 sq. ft.,Partly Furnished,Kepong,3,0,Land area ,1150,0
18833,2700000,5,3,Condominium (Duplex),"Built-up : 2,691 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,2691,0
18834,328000,2,1,Apartment (Intermediate),"Built-up : 1,034 sq. ft.",Unfurnished,Sungai Besi,2,1,Built-up ,1034,0
18835,750000,2,2,Condominium (Intermediate),"Built-up : 1,400 sq. ft.",Unfurnished,Cheras,3,0,Built-up ,1400,0
18836,1500000,4,2,Condominium (Duplex),"Built-up : 3,200 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,3200,0
18837,4800000,5,2,Semi-detached House,"Built-up : 4,630 sq. ft.",Fully Furnished,Mont Kiara,6,1,Built-up ,4630,0
18838,1600000,4,2,Condominium,"Built-up : 3,000 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,3000,0
18839,4500000,5,2,Semi-detached House,Land area : 4263 sq. ft.,Partly Furnished,Mont Kiara,6,1,Land area ,4263,0
18840,1700000,3,2,3-sty Terrace/Link House (Intermediate),"Built-up : 1,900 sq. ft.",Fully Furnished,Desa ParkCity,3,0,Built-up ,1900,0
18841,1400000,4,2,Condominium,"Built-up : 2,003 sq. ft.",Fully Furnished,Mont Kiara,4,0,Built-up ,2003,0
18842,790000,2,4,Serviced Residence,Built-up : 907 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,907,0
18843,735000,1,1,Condominium,Land area : 538 sq. ft.,Unfurnished,Bukit Bintang,1,0,Land area ,538,0
18844,1000000,2,2,Serviced Residence (Corner),"Built-up : 1,216 sq. ft.",Unfurnished,Bukit Jalil,3,0,Built-up ,1216,0
18845,1100000,3,2,Serviced Residence (Corner),"Built-up : 1,301 sq. ft.",Partly Furnished,Bukit Jalil,3,1,Built-up ,1301,0
18846,1845000,1,1,Serviced Residence,Built-up : 678 sq. ft.,Fully Furnished,KLCC,1,0,Built-up ,678,0
18847,380000,2,1,Condominium,Built-up : 932 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,932,0
18848,530000,2,2,Condominium,"Built-up : 1,050 sq. ft.",Partly Furnished,Bukit Jalil,3,0,Built-up ,1050,0
18849,630000,4,1,Condominium,Land area : 1334 sq. ft.,Unfurnished,City Centre,5,0,Land area ,1334,0
18850,388000,1,1,Serviced Residence,Built-up : 600 sq. ft.,Partly Furnished,Bandar Menjalara,1,0,Built-up ,600,0
18851,850000,3,2,Serviced Residence,"Built-up : 1,510 sq. ft.",Partly Furnished,Bandar Menjalara,4,0,Built-up ,1510,0
18852,480000,2,1,Serviced Residence,Built-up : 711 sq. ft.,Partly Furnished,Bandar Menjalara,2,0,Built-up ,711,0
18853,598000,2,1,Condominium,Land area : 1211 sq. ft.,Unfurnished,City Centre,3,0,Land area ,1211,0
18854,1829000,3,1,Serviced Residence,"Built-up : 1,425 sq. ft.",Fully Furnished,KLCC,3,1,Built-up ,1425,0
18855,760000,3,2,2-sty Terrace/Link House (Intermediate),"Built-up : 1,500 sq. ft.",Unfurnished,Cheras,4,0,Built-up ,1500,0
18856,4650000,5,2,Condominium,"Built-up : 4,112 sq. ft.",Partly Furnished,Mont Kiara,5,2,Built-up ,4112,0
18857,688000,2,2,Condominium (Intermediate),Land area : 1214 sq. ft.,Partly Furnished,Bukit Jalil,3,0,Land area ,1214,0
18858,2250000,5,1,Serviced Residence (Corner),"Built-up : 2,098 sq. ft.",Partly Furnished,KLCC,4,1,Built-up ,2098,0
18859,380000,2,1,Apartment (Corner),"Built-up : 1,186 sq. ft.",Fully Furnished,Segambut,3,0,Built-up ,1186,0
18860,490000,2,1,Serviced Residence,Built-up : 852 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,852,0
18861,790000,2,1,Condominium,"Built-up : 1,250 sq. ft.",Partly Furnished,Mont Kiara,3,0,Built-up ,1250,0
18862,2250000,5,3,Serviced Residence (Corner),"Built-up : 1,873 sq. ft.",Partly Furnished,KL Sentral,3,1,Built-up ,1873,0
18863,520000,2,1,Serviced Residence,Built-up : 880 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),2,0,Built-up ,880,0
18864,3600000,7,4,Semi-detached House (Corner),Land area : 4500 sq. ft.,Partly Furnished,Sri Hartamas,6,1,Land area ,4500,0
18865,15000,5,4,Bungalow,Land area : 8000 sq. ft.,Partly Furnished,Mont Kiara,5,1,Land area ,8000,0
18866,2800000,6,2,Condominium (Corner),Land area : 3502 sq. ft.,Fully Furnished,KLCC,4,2,Land area ,3502,0
18867,3150000,6,2,Condominium (Corner),Land area : 3941 sq. ft.,Fully Furnished,KLCC,5,1,Land area ,3941,0
18868,2200000,3,1,Condominium (Corner),"Built-up : 3,453 sq. ft.",Fully Furnished,KLCC,3,0,Built-up ,3453,0
18869,440000,2,1,Serviced Residence,Built-up : 722 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),2,0,Built-up ,722,0
18870,400000,2,1,Condominium (Corner),Built-up : 750 sq. ft.,Partly Furnished,Setapak,3,0,Built-up ,750,0
18871,440000,2,1,Condominium,"Built-up : 1,207 sq. ft.",Partly Furnished,Setapak,3,0,Built-up ,1207,0
18872,999000,4,4,3-sty Terrace/Link House (EndLot),Land area : 2000 sq. ft.,Partly Furnished,Wangsa Maju,4,0,Land area ,2000,0
18873,360000,1,1,Serviced Residence,Built-up : 521 sq. ft.,Partly Furnished,Setapak,1,0,Built-up ,521,0
18874,599000,2,3,Condominium (EndLot),"Built-up : 1,550 sq. ft.",Partly Furnished,Setapak,3,1,Built-up ,1550,0
18875,500000,2,2,Condominium (Corner),"Built-up : 1,525 sq. ft.",Partly Furnished,Setapak,3,0,Built-up ,1525,0
18876,590000,2,2,Serviced Residence (Corner),"Built-up : 1,178 sq. ft.",Partly Furnished,Setapak,3,0,Built-up ,1178,0
